customer_id,recency,frequency,monetary,F_score,R_score,M_score,RFM_score,segment
32710,557,1,111.89000248908997,1,2,4,214,Inactive Customers
46321,976,1,83.58000183105469,1,1,4,114,Lost
92959,28,1,19.020000457763672,1,5,1,511,New Customers
84303,234,2,94.5,2,3,4,324,Repeat Buyers
81635,23,1,29.989999771118164,1,5,2,512,New Customers
57502,425,1,241.9900054931641,1,3,5,315,Inactive Customers
68651,286,1,176.5,1,3,5,315,Inactive Customers
37336,334,1,78.0,1,3,3,313,Inactive Customers
70878,267,1,16.0,1,3,1,311,Inactive Customers
71960,103,1,19.1200008392334,1,4,1,411,New Customers
98555,207,1,16.989999771118164,1,4,1,411,Inactive Customers
50463,8,1,78.0,1,5,3,513,New Customers
77605,1028,1,32.0,1,1,2,112,Lost
41807,221,1,84.94999694824217,1,4,4,414,Inactive Customers
88425,310,1,13.970000267028809,1,3,1,311,Inactive Customers
86261,64,1,112.75,1,5,4,514,New Customers
43971,129,1,36.950000762939446,1,4,2,412,Inactive Customers
28823,46,1,129.0,1,5,4,514,High-Value New
52876,478,1,25.0,1,2,1,211,Inactive Customers
71711,317,1,98.0,1,3,4,314,Inactive Customers
29464,5,1,155.62000274658203,1,5,5,515,High-Value New
50071,546,1,27.0,1,2,2,212,Inactive Customers
9988,978,1,54.970001220703125,1,1,3,113,Lost
12295,7,2,92.5,2,5,4,524,Repeat Buyers
9739,883,2,760.9799957275391,2,1,5,125,Repeat Buyers
29215,235,1,31.989999771118164,1,3,2,312,Inactive Customers
20559,104,2,79.37000179290771,2,4,3,423,Repeat Buyers
21641,271,1,78.0,1,3,3,313,Inactive Customers
22723,742,1,13.989999771118164,1,2,1,211,Lost
34625,361,1,15.0,1,3,1,311,Inactive Customers
7575,112,1,25.0,1,4,1,411,Inactive Customers
41117,45,1,60.0,1,5,3,513,New Customers
1,197,1,56.0,1,4,3,413,Inactive Customers
6493,5,1,109.0,1,5,4,514,New Customers
8514,135,1,9.949999809265137,1,4,1,411,Inactive Customers
80679,507,1,64.0,1,2,3,213,Inactive Customers
83596,250,1,40.0,1,3,2,312,Inactive Customers
66284,838,1,22.299999237060547,1,1,1,111,Lost
94980,41,2,76.85999870300293,2,5,3,523,Repeat Buyers
29716,27,1,25.0,1,5,1,511,New Customers
2039,102,1,18.799999237060547,1,4,1,411,New Customers
21890,115,1,29.989999771118164,1,4,2,412,Inactive Customers
45036,374,1,30.0,1,3,2,312,Inactive Customers
92441,390,1,60.9900016784668,1,3,3,313,Inactive Customers
62348,425,1,118.52000045776369,1,3,4,314,Inactive Customers
3559,9,2,287.72999572753906,2,5,5,525,Repeat Buyers
70314,3,2,113.50999641418454,2,5,4,524,Repeat Buyers
56420,957,1,26.989999771118164,1,1,1,111,Lost
35690,154,2,186.2699966430664,2,4,5,425,Repeat Buyers
18378,178,1,169.99000549316406,1,4,5,415,Inactive Customers
4532,319,1,75.45000076293945,1,3,3,313,Inactive Customers
64386,709,1,86.4900016784668,1,2,4,214,Lost
42119,51,2,104.44999980926514,2,5,4,524,Repeat Buyers
35172,807,1,95.0,1,2,4,214,Lost
21389,158,1,33.0,1,4,2,412,Inactive Customers
19397,526,1,128.3000030517578,1,2,4,214,Inactive Customers
86012,707,1,56.0,1,2,3,213,Lost
78186,1353,1,141.2699966430664,1,1,4,114,Lost
89006,417,1,69.45999908447266,1,3,3,313,Inactive Customers
71694,167,1,38.74000072479248,1,4,2,412,Inactive Customers
12922,1038,1,76.98999786376953,1,1,3,113,Lost
24306,36,1,52.94000053405761,1,5,3,513,New Customers
16935,886,1,32.63000011444092,1,1,2,112,Lost
85070,872,1,105.9000015258789,1,1,4,114,Lost
8986,155,1,79.94999694824217,1,4,3,413,Inactive Customers
17814,260,1,52.0,1,3,3,313,Inactive Customers
82076,189,1,67.23999786376953,1,4,3,413,Inactive Customers
76148,594,1,10.0,1,2,1,211,Inactive Customers
43516,98,1,82.0,1,4,4,414,New Customers
54336,785,2,163.7300033569336,2,2,5,225,Repeat Buyers
78140,569,1,17.639999389648438,1,2,1,211,Inactive Customers
60828,276,1,18.690000534057617,1,3,1,311,Inactive Customers
93460,535,1,97.0,1,2,4,214,Inactive Customers
66238,680,1,183.1100025177002,1,2,5,215,Inactive Customers
48408,268,1,22.950000762939453,1,3,1,311,Inactive Customers
22268,596,2,316.5,2,2,5,225,Repeat Buyers
62302,1105,1,280.0,1,1,5,115,Lost
15776,3,1,222.8000030517578,1,5,5,515,High-Value New
51482,1178,1,73.0,1,1,3,113,Lost
44990,1119,1,11.119999885559082,1,1,1,111,Lost
60310,49,1,85.84999656677246,1,5,4,514,New Customers
89524,70,1,26.5,1,5,1,511,New Customers
16858,284,1,82.45999908447266,1,3,4,314,Inactive Customers
84114,52,1,157.25,1,5,5,515,High-Value New
10366,38,1,55.0,1,5,3,513,New Customers
94997,190,1,59.5,1,4,3,413,Inactive Customers
24824,310,1,89.98999786376953,1,3,4,314,Inactive Customers
91107,158,1,102.98000144958496,1,4,4,414,Inactive Customers
96314,362,2,103.27999877929688,2,3,4,324,Repeat Buyers
73168,835,1,83.2300033569336,1,1,4,114,Lost
25843,733,1,14.989999771118164,1,2,1,211,Lost
81621,519,1,123.97999954223631,1,2,4,214,Inactive Customers
705,1389,1,22.0,1,1,1,111,Lost
42182,217,1,209.0,1,4,5,415,Inactive Customers
29198,898,1,29.5,1,1,2,112,Lost
30280,87,1,9.729999542236328,1,4,1,411,New Customers
31691,19,1,29.989999771118164,1,5,2,512,New Customers
59494,452,1,190.3799991607666,1,3,5,315,Inactive Customers
4641,52,1,50.0,1,5,3,513,New Customers
8969,729,1,29.989999771118164,1,2,2,212,Lost
27363,569,3,136.44000053405762,3,2,4,234,Loyal Customers
46510,147,1,44.9900016784668,1,4,2,412,Inactive Customers
34608,242,1,60.0,1,3,3,313,Inactive Customers
10051,105,1,16.0,1,4,1,411,New Customers
17296,371,1,48.119998931884766,1,3,2,312,Inactive Customers
47592,940,1,25.0,1,1,1,111,Lost
48611,272,1,14.0,1,3,1,311,Inactive Customers
47529,935,1,84.98999786376953,1,1,4,114,Lost
18315,31,1,12.5,1,5,1,511,New Customers
43201,2,1,134.9699993133545,1,5,4,514,High-Value New
65923,23,1,34.9900016784668,1,5,2,512,New Customers
42574,3,1,59.5,1,5,3,513,New Customers
13987,247,1,44.209999084472656,1,3,2,312,Inactive Customers
52939,996,1,103.9499969482422,1,1,4,114,Lost
60513,123,1,125.4000015258789,1,4,4,414,Inactive Customers
30672,491,1,49.950000762939446,1,2,3,213,Inactive Customers
25262,310,1,61.0,1,3,3,313,Inactive Customers
51465,941,1,159.0,1,1,5,115,Lost
40645,1796,1,29.989999771118164,1,1,2,112,Lost
70111,21,1,8.600000381469727,1,5,1,511,New Customers
5096,125,1,129.99000549316406,1,4,4,414,Inactive Customers
47137,111,1,50.0,1,4,3,413,New Customers
54963,148,1,27.0,1,4,2,412,Inactive Customers
11588,18,1,6.989999771118164,1,5,1,511,New Customers
86089,747,1,321.0,1,2,5,215,Lost
64449,30,1,50.0,1,5,3,513,New Customers
93915,42,1,35.34000015258789,1,5,2,512,New Customers
75269,173,1,277.0,1,4,5,415,Inactive Customers
62285,972,1,50.0,1,1,3,113,Lost
85697,719,1,28.989999771118164,1,2,2,212,Lost
3121,259,1,91.19000053405762,1,3,4,314,Inactive Customers
87031,21,1,12.989999771118164,1,5,1,511,New Customers
68385,706,1,118.98999786376952,1,2,4,214,Lost
31253,209,1,30.950000762939453,1,4,2,412,Inactive Customers
20433,228,1,70.64000129699707,1,4,3,413,Inactive Customers
91359,1154,1,34.97999954223633,1,1,2,112,Lost
66221,965,1,319.94000244140625,1,1,5,115,Lost
96517,1322,1,40.9900016784668,1,1,2,112,Lost
83533,281,1,76.9900016784668,1,3,3,313,Inactive Customers
57911,378,1,9.539999961853027,1,3,1,311,Inactive Customers
12467,108,1,45.0,1,4,2,412,New Customers
95043,265,1,200.0,1,3,5,315,Inactive Customers
56829,256,1,543.3899936676025,1,3,5,315,Inactive Customers
4893,175,1,139.99000549316406,1,4,4,414,Inactive Customers
35189,349,1,159.98999977111816,1,3,5,315,Inactive Customers
87469,326,1,37.130001068115234,1,3,2,312,Inactive Customers
33715,1691,1,85.0,1,1,4,114,Lost
56437,849,1,22.829999923706048,1,1,1,111,Lost
79159,569,1,109.48999786376952,1,2,4,214,Inactive Customers
48863,119,1,79.93000030517578,1,4,3,413,Inactive Customers
38043,1462,1,96.0,1,1,4,114,Lost
83487,435,1,9.949999809265137,1,3,1,311,Inactive Customers
67257,646,1,62.0,1,2,3,213,Inactive Customers
43453,867,1,98.0,1,1,4,114,Lost
6178,460,1,12.989999771118164,1,2,1,211,Inactive Customers
14834,102,2,67.19000244140625,2,4,3,423,Repeat Buyers
17751,175,2,529.0,2,4,5,425,Repeat Buyers
9095,346,1,24.989999771118164,1,3,1,311,Inactive Customers
43719,5,1,36.9900016784668,1,5,2,512,New Customers
55292,123,1,70.58000183105469,1,4,3,413,Inactive Customers
70612,185,1,12.989999771118164,1,4,1,411,Inactive Customers
23490,153,1,115.0,1,4,4,414,Inactive Customers
16732,83,2,407.18999099731445,2,4,5,425,Repeat Buyers
64967,1004,1,125.0,1,1,4,114,Lost
73623,740,1,54.15999984741211,1,2,3,213,Lost
56311,737,1,15.050000190734863,1,2,1,211,Lost
66676,201,1,23.950000762939453,1,4,1,411,Inactive Customers
75332,878,1,25.9399995803833,1,1,1,111,Lost
58020,1227,1,75.0,1,1,3,113,Lost
92644,370,1,60.5,1,3,3,313,Inactive Customers
23679,500,1,296.43000411987305,1,2,5,215,Inactive Customers
98478,1887,1,149.99000549316406,1,1,5,115,Lost
62740,606,2,96.13000106811523,2,2,4,224,Repeat Buyers
45428,255,1,51.869998931884766,1,3,3,313,Inactive Customers
19460,706,2,19.30000066757202,2,2,1,221,Repeat Buyers
57330,49,1,30.979999542236328,1,5,2,512,New Customers
30108,595,1,13.989999771118164,1,2,1,211,Inactive Customers
13815,61,1,88.0,1,5,4,514,New Customers
22471,702,1,14.989999771118164,1,2,1,211,Inactive Customers
5159,165,1,103.96000289916992,1,4,4,414,Inactive Customers
204,744,1,95.79000091552734,1,2,4,214,Lost
36082,2,1,59.5,1,5,3,513,New Customers
24180,38,1,59.81000137329101,1,5,3,513,New Customers
6868,1407,1,58.679999351501465,1,1,3,113,Lost
1458,1494,1,42.0,1,1,2,112,Lost
32836,126,1,48.75,1,4,2,412,Inactive Customers
26078,2,1,213.84999656677243,1,5,5,515,High-Value New
78014,45,1,21.989999771118164,1,5,1,511,New Customers
4830,484,1,18.75,1,2,1,211,Inactive Customers
87234,475,1,123.0,1,2,4,214,Inactive Customers
54602,324,1,21.059999465942383,1,3,1,311,Inactive Customers
89398,559,1,69.94999694824219,1,2,3,213,Inactive Customers
54774,43,1,17.450000762939453,1,5,1,511,New Customers
28634,937,1,25.0,1,1,1,111,Lost
48110,875,1,51.0,1,1,3,113,Lost
83722,12,1,297.89000701904297,1,5,5,515,High-Value New
80476,390,1,169.9499969482422,1,3,5,315,Inactive Customers
75066,56,2,131.97000122070312,2,5,4,524,Repeat Buyers
82640,208,1,52.0,1,4,3,413,Inactive Customers
73984,730,1,21.0,1,2,1,211,Lost
85886,317,2,92.45000076293944,2,3,4,324,Repeat Buyers
92378,21,1,138.9900016784668,1,5,4,514,High-Value New
91296,627,1,175.03000354766846,1,2,5,215,Inactive Customers
70048,174,1,25.0,1,4,1,411,Inactive Customers
73294,1291,1,32.95000076293945,1,1,2,112,Lost
67884,901,1,648.9400019645691,1,1,5,115,Lost
90606,566,1,16.489999771118164,1,2,1,211,Inactive Customers
50572,370,1,101.45000076293944,1,3,4,314,Inactive Customers
61392,222,1,15.909999847412108,1,4,1,411,Inactive Customers
96016,1413,1,16.0,1,1,1,111,Lost
50211,330,2,22.309999465942383,2,3,1,321,Repeat Buyers
6931,298,1,45.0,1,3,2,312,Inactive Customers
79096,386,1,22.89999961853028,1,3,1,311,Inactive Customers
40144,599,1,269.5,1,2,5,215,Inactive Customers
32899,9,1,227.25,1,5,5,515,High-Value New
74768,1089,1,49.9900016784668,1,1,3,113,Lost
70440,739,1,7.980000019073486,1,2,1,211,Lost
2603,532,1,85.98999977111816,1,2,4,214,Inactive Customers
44472,481,1,48.0,1,2,2,212,Inactive Customers
14568,54,1,464.0,1,5,5,515,High-Value New
67131,474,1,79.9800033569336,1,2,3,213,Inactive Customers
53520,112,1,70.92000198364258,1,4,3,413,Inactive Customers
44864,231,1,43.94000053405762,1,3,2,312,Inactive Customers
40536,173,1,15.0,1,4,1,411,Inactive Customers
54147,692,1,65.0,1,2,3,213,Inactive Customers
31880,756,1,30.479999542236328,1,2,2,212,Lost
27552,948,1,79.44000053405762,1,1,3,113,Lost
58475,95,1,279.0,1,4,5,415,High-Value New
28179,11,1,133.10000038146973,1,5,4,514,High-Value New
22534,225,1,135.0,1,4,4,414,Inactive Customers
26862,1078,1,19.989999771118164,1,1,1,111,Lost
2305,46,1,12.989999771118164,1,5,1,511,New Customers
18206,240,1,39.9900016784668,1,3,2,312,Inactive Customers
894,4,1,15.489999771118164,1,5,1,511,New Customers
10569,1043,1,226.06000137329104,1,1,5,115,Lost
23553,161,3,110.15999984741212,3,4,4,434,Loyal Customers
15979,96,1,142.95000076293945,1,4,4,414,High-Value New
6696,738,1,22.0,1,2,1,211,Lost
98415,67,1,82.0,1,5,4,514,New Customers
20997,402,2,132.94000244140625,2,3,4,324,Repeat Buyers
44801,67,2,138.48999977111816,2,5,4,524,Repeat Buyers
51293,344,1,39.880001068115234,1,3,2,312,Inactive Customers
25325,433,2,710.0,2,3,5,325,Repeat Buyers
91923,380,2,65.69000148773193,2,3,3,323,Repeat Buyers
96251,724,1,392.9900016784668,1,2,5,215,Lost
66049,698,1,60.0,1,2,3,213,Inactive Customers
68213,781,1,157.98999977111816,1,2,5,215,Lost
33589,502,1,56.0,1,2,3,213,Inactive Customers
35753,62,1,12.25,1,5,1,511,New Customers
63885,185,2,670.8300018310547,2,4,5,425,Repeat Buyers
40081,51,1,17.0,1,5,1,511,New Customers
24933,861,1,19.989999771118164,1,1,1,111,Lost
48737,673,1,155.78999996185303,1,2,5,215,Inactive Customers
50901,26,1,84.94999694824217,1,5,4,514,New Customers
53755,785,1,77.4900016784668,1,2,3,213,Lost
73231,458,1,54.5,1,2,3,213,Inactive Customers
78641,231,1,242.6300048828125,1,3,5,315,Inactive Customers
84051,827,1,22.0,1,1,1,111,Lost
80805,1014,1,50.9900016784668,1,1,3,113,Lost
60247,1090,1,26.96999931335449,1,1,1,111,Lost
92707,898,1,72.0,1,1,3,113,Lost
76477,753,1,78.95999908447266,1,2,3,213,Lost
63493,1260,1,46.98999977111816,1,1,2,112,Lost
86215,185,1,12.989999771118164,1,4,1,411,Inactive Customers
46181,587,1,108.98999786376952,1,2,4,214,Inactive Customers
57001,8,1,179.99000549316406,1,5,5,515,High-Value New
68903,114,1,243.0,1,4,5,415,Inactive Customers
59165,5,1,88.70000076293945,1,5,4,514,New Customers
61329,213,1,56.0,1,4,3,413,Inactive Customers
75003,704,1,186.18000411987305,1,2,5,215,Inactive Customers
78249,16,1,139.93999862670896,1,5,4,514,High-Value New
81495,528,1,18.989999771118164,1,2,1,211,Inactive Customers
93397,139,1,197.9199924468994,1,4,5,415,Inactive Customers
83659,1249,1,6.980000019073486,1,1,1,111,Lost
99889,352,1,15.25,1,3,1,311,Inactive Customers
80110,3,1,159.0,1,5,5,515,High-Value New
40316,551,1,86.0,1,2,4,214,Inactive Customers
65786,354,2,64.0,2,3,3,323,Repeat Buyers
31826,215,1,28.989999771118164,1,4,2,412,Inactive Customers
60213,951,1,44.9900016784668,1,1,2,112,Lost
51723,227,1,89.0,1,4,4,414,Inactive Customers
75842,51,2,274.97999572753906,2,5,5,525,Repeat Buyers
72971,61,1,27.89999961853028,1,5,2,512,New Customers
33177,149,1,60.0,1,4,3,413,Inactive Customers
84332,347,2,44.94000053405762,2,3,2,322,Repeat Buyers
41667,180,2,46.78999900817871,2,4,2,422,Repeat Buyers
2088,605,1,9.0,1,2,1,211,Inactive Customers
91302,290,1,98.0,1,3,4,314,Inactive Customers
20465,3,1,29.100000381469727,1,5,2,512,New Customers
3485,246,1,89.0,1,3,4,314,Inactive Customers
9058,982,1,25.0,1,1,1,111,Lost
29124,1427,1,109.98999786376952,1,1,4,114,Lost
41836,737,1,99.98999786376952,1,2,4,214,Lost
75673,871,1,62.0,1,1,3,113,Lost
64435,445,2,213.98999977111816,2,3,5,325,Repeat Buyers
58816,195,1,25.93000030517578,1,4,1,411,Inactive Customers
81415,441,1,209.9900016784668,1,3,5,315,Inactive Customers
91348,1264,1,240.98999786376956,1,1,5,115,Lost
82935,876,2,389.98000717163086,2,1,5,125,Repeat Buyers
40485,893,1,43.47999954223633,1,1,2,112,Lost
6187,781,1,257.40000343322754,1,2,5,215,Lost
85514,75,1,112.98999977111816,1,5,4,514,New Customers
70100,23,1,13.289999961853027,1,5,1,511,New Customers
4836,93,2,129.1699981689453,2,4,4,424,Repeat Buyers
95570,64,1,24.989999771118164,1,5,1,511,New Customers
30429,1776,1,39.75,1,1,2,112,Lost
61395,381,1,13.75,1,3,1,311,Inactive Customers
94050,83,1,148.0,1,4,4,414,High-Value New
82812,694,1,175.7300033569336,1,2,5,215,Inactive Customers
94219,16,1,17.0,1,5,1,511,New Customers
40193,1355,1,15.340000152587892,1,1,1,111,Lost
60336,32,1,34.0,1,5,2,512,New Customers
28955,734,1,25.0,1,2,1,211,Lost
71574,1248,1,23.950000762939453,1,1,1,111,Lost
61687,814,2,37.98999977111816,2,2,2,222,Repeat Buyers
50326,557,2,118.88000106811523,2,2,4,224,Repeat Buyers
18899,1200,1,29.989999771118164,1,1,2,112,Lost
27727,514,1,171.0,1,2,5,215,Inactive Customers
95401,1422,1,185.0,1,1,5,115,Lost
83104,286,2,166.0,2,3,5,325,Repeat Buyers
71282,274,1,44.0,1,3,2,312,Inactive Customers
29247,34,1,41.9900016784668,1,5,2,512,New Customers
66124,1725,1,25.0,1,1,1,111,Lost
10701,92,1,25.0,1,4,1,411,New Customers
13203,277,1,13.75,1,3,1,311,Inactive Customers
58985,104,1,82.45999908447266,1,4,4,414,New Customers
33515,192,2,92.97000122070312,2,4,4,424,Repeat Buyers
89828,1053,1,84.0,1,1,4,114,Lost
95447,149,1,25.190000534057617,1,4,1,411,Inactive Customers
50034,19,1,6.760000228881836,1,5,1,511,New Customers
22062,834,1,648.1699981689453,1,1,5,115,Lost
14969,308,2,48.98999977111816,2,3,2,322,Repeat Buyers
40608,91,1,131.0,1,4,4,414,High-Value New
68580,533,2,128.0,2,2,4,224,Repeat Buyers
82643,16,1,225.0,1,5,5,515,High-Value New
31949,963,1,25.0,1,1,1,111,Lost
88892,812,1,214.93999671936035,1,2,5,215,Lost
52015,757,1,69.98999786376953,1,2,3,213,Lost
97213,1498,1,25.0,1,1,1,111,Lost
3562,904,1,61.950000762939446,1,1,3,113,Lost
35971,91,1,381.0,1,4,5,415,High-Value New
27266,89,1,199.9900054931641,1,4,5,415,High-Value New
36217,1019,1,39.450000762939446,1,1,2,112,Lost
19360,396,1,323.9799995422363,1,3,5,315,Inactive Customers
81169,111,1,164.9799976348877,1,4,5,415,High-Value New
85852,592,1,22.0,1,2,1,211,Inactive Customers
63376,990,1,79.0,1,1,3,113,Lost
77439,19,1,270.0,1,5,5,515,High-Value New
9519,761,1,52.0,1,2,3,213,Lost
91010,585,2,406.46999168396,2,2,5,225,Repeat Buyers
31995,593,1,53.0,1,2,3,213,Inactive Customers
14677,55,1,19.88999938964844,1,5,1,511,New Customers
11683,87,1,21.949999809265137,1,4,1,411,New Customers
13449,903,1,9.779999732971191,1,1,1,111,Lost
98687,708,1,39.9900016784668,1,2,2,212,Lost
75719,805,1,228.0,1,2,5,215,Lost
78713,188,1,4.150000095367432,1,4,1,411,Inactive Customers
67598,436,1,50.0,1,3,3,313,Inactive Customers
10455,148,1,29.950000762939453,1,4,2,412,Inactive Customers
54763,1,1,43.450000762939446,1,5,2,512,New Customers
23290,1188,2,92.25,2,1,4,124,Repeat Buyers
11975,1141,1,128.4800033569336,1,1,4,114,Lost
568,3,1,47.0,1,5,2,512,New Customers
88554,252,1,35.0,1,3,2,312,Inactive Customers
77485,1349,1,239.0,1,1,5,115,Lost
20880,1343,1,16.989999771118164,1,1,1,111,Lost
12221,695,1,925.0,1,2,5,215,Inactive Customers
67306,994,1,49.44000053405762,1,1,2,112,Lost
33223,1188,1,177.94000053405762,1,1,5,115,Lost
53535,1068,1,54.98000144958496,1,1,3,113,Lost
55699,1426,1,24.989999771118164,1,1,1,111,Lost
10747,286,1,107.93999862670898,1,3,4,314,Inactive Customers
22108,354,1,198.0,1,3,5,315,Inactive Customers
40731,443,1,179.97000122070312,1,3,5,315,Inactive Customers
51308,578,2,284.8500061035156,2,2,5,225,Repeat Buyers
35158,680,1,82.98999977111816,1,2,4,214,Inactive Customers
20004,1071,1,198.83999633789065,1,1,5,115,Lost
107,170,1,79.98999786376953,1,4,3,413,Inactive Customers
45474,187,1,18.989999771118164,1,4,1,411,Inactive Customers
28019,34,1,65.16999816894531,1,5,3,513,New Customers
44169,45,1,25.0,1,5,1,511,New Customers
69639,513,2,474.9300022125244,2,2,5,225,Repeat Buyers
73340,355,1,25.0,1,3,1,311,Inactive Customers
47870,534,1,11.260000228881836,1,2,1,211,Inactive Customers
95109,341,1,189.0,1,3,5,315,Inactive Customers
11039,414,1,142.48999786376953,1,3,4,314,Inactive Customers
80479,808,1,893.0,1,2,5,215,Lost
18132,507,1,59.450000762939446,1,2,3,213,Inactive Customers
52092,25,2,103.94000244140624,2,5,4,524,Repeat Buyers
39855,962,1,13.010000228881836,1,1,1,111,Lost
1152,22,1,28.0,1,5,2,512,New Customers
46519,205,1,25.0,1,4,1,411,Inactive Customers
29370,278,1,102.98999786376952,1,3,4,314,Inactive Customers
34113,1020,1,101.98999977111816,1,1,4,114,Lost
74737,100,1,36.0,1,4,2,412,New Customers
55361,426,1,8.760000228881836,1,3,1,311,Inactive Customers
95985,380,1,146.98999786376953,1,3,4,314,Inactive Customers
66722,385,1,110.7400016784668,1,3,4,314,Inactive Customers
38504,20,1,53.9900016784668,1,5,3,513,New Customers
49742,573,1,10.789999961853027,1,2,1,211,Inactive Customers
5772,94,3,410.5,3,4,5,435,Loyal Customers
57880,10,1,37.98999977111816,1,5,2,512,New Customers
60797,272,1,114.75,1,3,4,314,Inactive Customers
40070,362,1,16.0,1,3,1,311,Inactive Customers
17256,13,1,39.9900016784668,1,5,2,512,New Customers
37983,232,1,25.0,1,3,1,311,Inactive Customers
83350,244,1,216.5,1,3,5,315,Inactive Customers
29493,752,1,25.0,1,2,1,211,Lost
50741,426,2,121.94999694824216,2,3,4,324,Repeat Buyers
41421,857,1,16.65999984741211,1,1,1,111,Lost
62102,57,1,39.450000762939446,1,5,2,512,New Customers
83748,544,1,44.380001068115234,1,2,2,212,Inactive Customers
39257,19,1,235.04000091552732,1,5,5,515,High-Value New
97857,977,1,25.0,1,1,1,111,Lost
25148,54,1,24.950000762939453,1,5,1,511,New Customers
18822,459,1,55.950000762939446,1,2,3,213,Inactive Customers
71989,312,2,155.7599983215332,2,3,5,325,Repeat Buyers
62669,1424,1,17.950000762939453,1,1,1,111,Lost
83227,1827,1,12.0,1,1,1,111,Lost
19881,461,1,49.9900016784668,1,2,3,213,Inactive Customers
26622,1082,1,120.0,1,1,4,114,Lost
85391,504,1,110.39999771118164,1,2,4,214,Inactive Customers
3900,58,1,43.9900016784668,1,5,2,512,New Customers
29891,190,1,188.72999954223636,1,4,5,415,Inactive Customers
41252,10,1,61.0,1,5,3,513,New Customers
72556,63,3,205.97999954223636,3,5,5,535,Loyal Customers
61318,346,1,54.9900016784668,1,3,3,313,Inactive Customers
7169,268,1,11.989999771118164,1,3,1,311,Inactive Customers
1275,2,2,211.5999984741211,2,5,5,525,Repeat Buyers
91179,9,2,65.0,2,5,3,523,Repeat Buyers
20757,208,1,35.0,1,4,2,412,Inactive Customers
14508,11,2,276.92999935150146,2,5,5,525,Repeat Buyers
37322,736,1,17.18000030517578,1,2,1,211,Lost
33990,50,1,69.0,1,5,3,513,New Customers
83519,422,1,129.07000160217285,1,3,4,314,Inactive Customers
96752,783,1,184.94999694824216,1,2,5,215,Lost
53366,236,1,8.949999809265137,1,3,1,311,Inactive Customers
98318,42,1,9.699999809265137,1,5,1,511,New Customers
19191,40,1,9.109999656677246,1,5,1,511,New Customers
26851,79,1,25.0,1,5,1,511,New Customers
86957,66,1,56.880001068115234,1,5,3,513,New Customers
52321,54,1,45.0,1,5,2,512,New Customers
8414,325,1,142.9900016784668,1,3,4,314,Inactive Customers
16964,1545,1,81.75,1,1,3,113,Lost
99208,133,1,50.5,1,4,3,413,Inactive Customers
12636,1459,1,98.9800033569336,1,1,4,114,Lost
94880,289,1,8.989999771118164,1,3,1,311,Inactive Customers
73569,314,1,7.900000095367431,1,3,1,311,Inactive Customers
72158,321,1,57.950000762939446,1,3,3,313,Inactive Customers
3731,879,1,59.5,1,1,3,113,Lost
6648,657,1,29.950000762939453,1,2,2,212,Inactive Customers
69241,168,1,7.5,1,4,1,411,Inactive Customers
81292,311,1,168.57000160217285,1,3,5,315,Inactive Customers
58570,568,1,25.0,1,2,1,211,Inactive Customers
95862,1484,1,7.010000228881836,1,1,1,111,Lost
55238,71,1,48.650001525878906,1,5,2,512,New Customers
88431,2,2,142.0,2,5,4,524,Repeat Buyers
32410,149,1,69.94999694824219,1,4,3,413,Inactive Customers
11268,659,1,532.8700170516968,1,2,5,215,Inactive Customers
43479,364,1,102.2400016784668,1,3,4,314,Inactive Customers
21341,137,1,59.900001525878906,1,4,3,413,Inactive Customers
90595,534,1,14.630000114440918,1,2,1,211,Inactive Customers
79526,798,1,69.98999786376953,1,2,3,213,Lost
54548,1053,1,23.0,1,1,1,111,Lost
31136,411,1,50.0,1,3,3,313,Inactive Customers
58278,636,1,25.0,1,2,1,211,Inactive Customers
46917,363,1,26.36000061035156,1,3,1,311,Inactive Customers
76088,32,1,55.20000076293945,1,5,3,513,New Customers
44753,557,1,98.75,1,2,4,214,Inactive Customers
1965,5,1,11.340000152587892,1,5,1,511,New Customers
21939,584,1,106.69000148773192,1,2,4,214,Inactive Customers
53950,12,1,32.5,1,5,2,512,New Customers
15490,1074,1,25.0,1,1,1,111,Lost
12052,4,2,454.0,2,5,5,525,Repeat Buyers
21049,1198,1,50.119998931884766,1,1,3,113,Lost
45935,1358,1,13.989999771118164,1,1,1,111,Lost
79234,764,1,18.0,1,2,1,211,Lost
88723,456,1,79.56999969482422,1,2,3,213,Inactive Customers
68657,85,1,288.0,1,4,5,415,High-Value New
99792,37,1,11.0,1,5,1,511,New Customers
78544,773,1,34.9900016784668,1,2,2,212,Lost
44461,632,1,23.5,1,2,1,211,Inactive Customers
57986,51,1,78.9800033569336,1,5,3,513,New Customers
46625,767,1,25.0,1,2,1,211,Lost
80708,3,1,33.9900016784668,1,5,2,512,New Customers
76380,171,1,44.119998931884766,1,4,2,412,Inactive Customers
69347,3,1,31.0,1,5,2,512,New Customers
67873,1149,1,350.0,1,1,5,115,Lost
53549,788,1,28.989999771118164,1,2,2,212,Lost
44063,538,2,247.3499994277954,2,2,5,225,Repeat Buyers
2609,466,1,124.9499969482422,1,2,4,214,Inactive Customers
60688,349,1,87.3499984741211,1,3,4,314,Inactive Customers
2918,661,1,175.48999977111816,1,2,5,215,Inactive Customers
65311,88,1,39.0,1,4,2,412,New Customers
34222,34,2,266.9700012207031,2,5,5,525,Repeat Buyers
99271,604,1,19.989999771118164,1,2,1,211,Inactive Customers
17027,939,1,132.3000030517578,1,1,4,114,Lost
